Order ID,Order Date,Shipped,Customer ID,City,State/Province,Postal/Zip Code,Country,Product Title,Option Summary,Quantity,Unit Price,Discount Price,Item Total,Shipping Total,Discount Total,Order Total,Status
149169,2019-04-25,2019-04-30,4aeb8b57c724f3b2af63ea64ff004365ff476179cfa8669e95df22e4f7a51336,San Jose,CA,95128,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Metallic red; Front cover: Transparent with black mask; PCB Color: White PCB; FM YAMAHA chip: YM3438,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
149200,2019-04-26,2019-04-30,f4737a2c86398c4397971d07f5dac5b74930b619112762ccf4b1f75c1240fa03,Rochester Hills,MI,48309,United States of America,DAFM synth - GENESIS YM2612 / YM3438,PCB Color: Green PCB; Knobs color: Metallic red; Front cover: Transparent with black mask; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
150116,2019-05-03,2019-05-06,f3c84917b5a85ccec7491d0b233c6381303a8a8350b03bd8f7867996710c84f3,Baltimore,MD,21211,United States of America,DAFM synth - GENESIS YM2612 / YM3438,PCB Color: Green PCB; Knobs color: Metallic red; Front cover: Black translucent; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
150805,2019-05-09,2019-05-15,4cb562318bdd798cfc2b6e2360a496a0f565df6acb79093e2c657673dd630409,Haslet,TX,76052,United States of America,DAFM synth - GENESIS YM2612 / YM3438,PCB Color: Black PCB; OLED Display Color: Electric Blue; Knobs color: Metallic red; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
151006,2019-05-11,2019-05-16,51cd085208d60ba40be7aa7c80923fe97becf2804b98d1dca074a7b1677f5839,los angeles,CA,90031,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Rose gold; PCB Color: White PCB; OLED Display Color: White Pearl; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
151373,2019-05-14,2019-05-18,e2e7eae42f3eb214b4bd3428b04732be1dfc8e00e53313d8a53fd83600fe8b47,Brookhaven,GA,30319,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Rose gold; PCB Color: White PCB; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
153638,2019-06-03,2019-06-10,8da51772b27ab53e7d92d1d6c00847b12410695c9ce3a26a22000b065fbe0d33,Giesen,76,31180,Germany,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,14.99,0.0,139.98,billed
153797,2019-06-04,2019-06-11,4bb735f16f7917a5a44174545a2f7d0db1add8048bdcdbfd8e3ed9ffe2dfed89,Seattle,WA,98119,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic red; PCB Color: Office Green; FM YAMAHA chip: YM3438,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
153809,2019-06-05,2019-06-11,959fc149037cd8786d79d4fe6f923be89a09bbcca77c863daf4565314492b246,Rushden,Northamptonshire,NN10 0TS,United Kingdom,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic red; PCB Color: Office Green; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,14.99,0.0,189.98,billed
153865,2019-06-05,2019-06-11,c535f7c96b914ecc271c3dd78743a22693737abccfb2c436acbc5c15007c9509,Aptos,CA,95003,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
153924,2019-06-06,,159f093907cc176ab57e859c19213d7b908307bf73d55a03041628bac4041fe2,Ottawa,ON,K2J 4P3,Canada,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Rose Gold; FM YAMAHA chip: YM3438; PCB Color: Matte Black,1,174.99,174.99,174.99,24.99,0.0,199.98,refunded
153942,2019-06-06,2019-06-11,ce133961483bba15938e5def07aeaf468c6047d4274bd81ece190db354af8cd7,St.Ingbert,Saarland,66386,Germany,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,14.99,0.0,139.98,billed
155027,2019-06-16,2019-06-19,4beb8cf76c9a6b1df55e9a7e2876492022aa550b5c3121057bec7d2fe7b1897b,Brooklyn,NY,11215,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Metallic Red; OLED Display Color: Pearl White; FM YAMAHA chip: YM2612; PCB Color: Lust Red,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
155539,2019-06-20,2019-06-21,05f39745a03d75243b0135a7b893ebb22303ac5c0113051bd69fafd3abddc168,Vienna,Veinna,1200,Austria,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: White Pearl; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,16.49,0.0,141.48,billed
155746,2019-06-22,2019-06-30,f8c04c2ac5cbcede5cd3c5d3155d4b936ba0f9622dd49056f6ba29a1c0ee5034,Sakai,osaka,5870022,Japan,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Metallic Red; PCB Color: Office Green; OLED Display Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
156367,2019-06-27,2019-07-01,d5fd83381006333202214676d960543a2a71930f423d39f4cdfe6d7187bdeb73,Ladera Ranch,CA,92694,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM3438; PCB Color: Lust Red,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
156880,2019-07-03,2019-07-06,8a54cfa8c6f9b391b313500e8b359c3cc336c76412581ab50acd1c1ace63ad60,Madrid,Madrid,28046,Spain,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM2612; PCB Color: Electric Blue,1,174.99,174.99,174.99,5.99,0.0,180.98,refunded
158349,2019-07-17,2019-07-18,61e966197b34354f8cd07e43e77dcace67318cf50cd4805cd02521fbbe9569ef,Wommelgem,Antwerpen,2160,Belgium,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,16.49,0.0,141.48,billed
158454,2019-07-17,2019-07-19,f7453511616d59b52c25b7534ce11d4c8c13be808bba7829109fd4191d38da99,Mosman Park,WA,6012,Australia,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
158540,2019-07-18,2019-07-22,76976c2fab88bca577e8b0be2c110d2eb173d14ab0ccb9d9daa2da79ec2d1166,Fort Collins,CO,80525,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
159826,2019-07-28,2019-08-01,f3695071c1ec20b61d52e531662edb4904dd52edb83761fe4fc5efbde12e3d5f,Stockholm,Stockholm,11526,Sweden,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,16.49,0.0,141.48,billed
159827,2019-07-28,2019-08-02,653f941036f5388568506b819d9cb30984f800b55a1a97c1067c6b843c20d971,Nidderau,Hessen,61130,Germany,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM3438; PCB Color: Lust Red,1,174.99,174.99,174.99,16.49,0.0,191.48,billed
159830,2019-07-28,2019-08-02,7bbe3ddd8e4df7a7641b4c3260b10039b3bd490a57209254bcf896a0fd2c52ce,Somerville,MA,02145,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Metallic Red; OLED Display Color: Moon White; PCB Color: Matte Black; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
159831,2019-07-28,2019-08-02,73cb0f41570243aa30b586826420b69bbdccb9f60d2f4baef692c5a175fb27a7,Munich,Bavaria,80634,Germany,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; PCB Color: Pearl White; FM YAMAHA chip: YM3438,1,174.99,174.99,174.99,16.49,0.0,191.48,billed
160027,2019-07-30,2019-08-02,57b230abb170e4fe7d1ef761d302f2978c08fc6ff87f284df39ae526cb6b8b21,Hamm,NRW,59063,Germany,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; PCB Color: Office Green; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,16.49,0.0,191.48,billed
161622,2019-08-14,2019-08-16,52c82e46f7296058aaadd5494ec966cd64d738596749becd567a1aba5a6d7b19,Tampa,FL,33611,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; PCB Color: Matte Black; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
162472,2019-08-23,2019-08-27,5fe210228802c98d951248d3d12a42846d8581011b0b56c91e22576b3be5df94,Seattle,WA,98103,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Rose Gold; OLED Display Color: Moon White; FM YAMAHA chip: YM3438; PCB Color: Lust Red,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
163013,2019-08-28,2019-09-04,b63f8a6f3b4ee6111634dea0fdfd0b8ecd580a3f9eb2f21a65f959d90c29efe4,Mountlake Terrace,WA,98043,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Rose Gold; FM YAMAHA chip: YM2612; PCB Color: Ocean Blue,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
163122,2019-08-30,2019-09-04,604d763a54bbb2affa2a56f7e893a692551ff4268ac09644af11800b168b3c12,Sollentuna,Sollentuna,19164,Sweden,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Rose Gold; OLED Display Color: Moon White; PCB Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,16.49,0.0,191.48,billed
163189,2019-08-30,2019-09-06,be564c7e6dc896c1ebcdbf0ea8802b1c0456660735e9fa46a8434efe9d9888c3,Campsie,Nsw,2194,Australia,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Rose Gold; OLED Display Color: Moon White; FM YAMAHA chip: YM2612; PCB Color: Ocean Blue,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
163282,2019-09-01,2019-09-07,e34079e907073b6876ba55b8c0c9daa21c9c5558383ac05526a42c39338cb69e,Littleton,CO,80127,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM2612; PCB Color: Ocean Blue,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
164277,2019-09-09,2019-09-10,e83901328e26d2f706b41cc2d16825fa528d77fb9e8db683dc6480f835caadb1,Reno,NV,89502,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Moon White; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
164995,2019-09-13,2019-09-18,c59928f853b19b010dc4912f0f2529f15fdd15250d5a04d32b4623507906aee4,Puerto Alcudia,Baleares,07400,Spain,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM3438; PCB Color: Onyx Black,1,174.99,174.99,174.99,5.99,0.0,180.98,billed
165073,2019-09-14,2019-09-18,34221135e01f5aca7bb177c38daaa6bdb01a855e4e65fd44c0b2cafb850e9d1a,Port Melbourne,Victoria,3207,Australia,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM3438; PCB Color: Onyx Black,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
165456,2019-09-18,2019-09-20,1fa61c52a620aef63e6da5b1aaebd0c6db635f0116cc80f5cfae1ef80ee13b46,Brighton,E Sussex,BN1 5DH,United Kingdom,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,94.99,94.99,16.49,30.0,111.48,billed
165495,2019-09-18,2019-09-20,688ed2d7b64a9d79688e94b59b486bb39f87b5b066ec52fb3d1ed8d8b5019aee,Odessa,Odessa,65000,Ukraine,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Rose Gold; PCB Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
165910,2019-09-22,2019-09-25,75aec2f0a4bee98420c8e3c34b7a541611ab44f2772130486bae052ba9967038,Burnaby,BC,V5A0C8,Canada,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; PCB Color: Onyx Black; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
165982,2019-09-23,2019-09-25,9fa60912d1680f41d17d6584169a42d28ed62f3f866a08fdfeee0bffd7e14ae8,Austin,TX,78705,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Moon White; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
166827,2019-09-30,2019-10-08,4dd0c81d81cee897e87b2bc807b9b82a62a5ba3f978e55cd0b4a4ea1e601cd2d,Kitchener,ON,N2H6M4,Canada,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Metallic Red; OLED Display Color: Moon White; FM YAMAHA chip: YM3438; PCB Color: Onyx Black,1,174.99,174.99,174.99,24.99,0.0,374.97,billed
166827,2019-09-30,,9b2d5b4678781e53038e91ea5324530a03f27dc1d0e5f6c9bc9d493a23be9de0,,,,,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; PCB Color: Onyx Black; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,,,,billed
167298,2019-10-04,2019-10-11,3b296e18988cbb040a665647095fa88dc7db6443e5eeaab1c32a619aa1eb6278,Chicago,IL,60606,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM2612; PCB Color: Lust Red,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
167552,2019-10-07,2019-10-11,730a0fd0d4d425372cbd5aca40d1cb5020cd1cd68f5c2e5cbd4cc967d018e8ee,Livonia,MI,48150,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM3438,1,124.99,108.87,108.87,24.99,16.12,133.86,billed
167659,2019-10-08,2019-10-14,747cec2178e135923f8949acc19919c1bae0b841a0224d1aff50c90c11867334,Dewsbury,West Yorkshire,WF13 1EL,United Kingdom,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Rose Gold; PCB Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,16.49,0.0,191.48,billed
168597,2019-10-17,2019-10-22,a89ed67b0fa7fd079c110b415c1a8cd545d6f5b476478439fe00019382f179ab,Gulf Breeze,FL,32563,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; PCB Color: Onyx Black; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
168775,2019-10-19,2019-10-22,c992df697ec19b487516ce66b69c14742092e5ef1e73f914966fffbcd4746674,Philadelphia,PA,19148,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,119.99,119.99,24.99,5.0,144.98,billed
168918,2019-10-20,2019-10-23,8b04ce30032583c1ae392634902be1d1d30b68ba76b9d3c829cb156829fa76e1,Mission Viejo,CA,92691,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Urban Black; OLED Display Color: Moon White; PCB Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
169050,2019-10-21,2019-10-23,888c2f2a11d94e8573a8e80fb532eca4ac8978e110d6ce57e266f8ad18bdacac,San Clemente,CA,92672,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; FM YAMAHA chip: YM3438; PCB Color: Ocean Blue,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
169478,2019-10-24,2019-11-04,302eaac304000f980311a72d7de0221fc451f4e0932f414df4770d96556db182,Box Hill South,Victoria,3128,Australia,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
169480,2019-10-24,2019-11-04,2de87594ed48677e1db4ebdbeb39fe3e0f5c5b92d614990964066f5a2420545f,Manassas,VA,20110,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Rose Gold; OLED Display Color: Moon White; PCB Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
169606,2019-10-25,2019-11-04,0fca99ae5de786748e568d7aee84e031a27bad200851e7089a587c8617983425,Pierceton,IN,46562,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Urban Black; FM YAMAHA chip: YM2612; PCB Color: Lust Red,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
169753,2019-10-27,2019-11-04,6543d9c2a185cb7fea57ef09d5ed43920c823687192d24b0a53717109888042d,Zaltbommel,Gelderland,5301LX,Netherlands,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Rose Gold; FM YAMAHA chip: YM3438; PCB Color: Onyx Black,1,174.99,174.99,174.99,16.49,0.0,191.48,billed
170778,2019-11-05,2019-11-08,dd50226ae1a88719f0d19895c580d93ba481825a648675865e9d4a7a3c0b77a4,Greensboro,NC,27401,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Urban Black; OLED Display Color: Moon White; FM YAMAHA chip: YM3438; PCB Color: Onyx Black,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
171289,2019-11-09,2019-11-11,b4d0b31af56080f2d07f8b06da756bc581d988070befb1947766cb64d20981ca,Osnabrueck,Deutschland,49088,Germany,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,16.49,0.0,141.48,billed
171361,2019-11-10,2019-11-12,2e79f79361d6fdfb4457f4242f401784fea9cd8815de5f6a9a31f7930f4bf52b,San Diego,CA,92127,United States of America,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Urban Black; PCB Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
171732,2019-11-13,2019-11-14,b942e62b2e30ff8199f02924c48fdf62d46545f5be03dee0a41906a94be30f88,Rukieten,Mecklenburg/Vorpommern,18258,Germany,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,16.49,0.0,141.48,billed
172122,2019-11-16,2019-11-18,859162a1fe92422fddb337b1cfc2feae1e4a20bc1f28b6e74bc5aeab08caeea9,Columbus,OH,43202,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Metallic Red; PCB Color: Office Green; OLED Display Color: Moon White; FM YAMAHA chip: YM3438,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
172831,2019-11-22,2019-11-25,2bd890caea2c3cac702e55674d87e135265b6c22d00729dea90cb78ca5596c08,Warilla,New South Wales,2528,Australia,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Moon White; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
173033,2019-11-24,2019-11-26,70adfa762bc46f26ea934355437334620503c797ecd556b03495d354d07d4f77,"Royston, Barnsley",South Yorkshire,S714TE,United Kingdom,DAFM synth - GENESIS YM2612 / YM3438,OLED Display Color: Electric Blue; Knobs color: Metallic Red; PCB Color: Office Green; FM YAMAHA chip: YM3438,1,174.99,174.99,174.99,16.49,0.0,191.48,billed
173650,2019-11-28,2019-11-29,da95cf8f688e01792724a48b134e61c606481eca724d775e363df745cdf29187,Snohomish,WA,98296-7608,United States of America,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Urban Black; OLED Display Color: Moon White; PCB Color: Pearl White; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
175003,2019-12-05,2019-12-10,2a07629997fa13edbbe8dee3b3099fa4719ffdb178bf7415a2484c016c6895a2,melbourne,FL,32940,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM3438,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
176079,2019-12-13,2019-12-18,655668294d82141f7af01666599a171b0443e806858abbd74418e676916c9074,Vancouver,BC,V6M 3V3,Canada,DAFM synth - GENESIS YM2612 / YM3438,Knobs color: Metallic Red; OLED Display Color: Moon White; PCB Color: Onyx Black; FM YAMAHA chip: YM2612,1,174.99,174.99,174.99,24.99,0.0,199.98,billed
176994,2019-12-20,2019-12-23,235d0d28a7cb9ffab0818d7787d0eb13b4c831569f9db7d5b7177a740b5f925b,Kingston,TN,37763-4703,United States of America,DAFM synth - GENESIS YM2612 / YM3438 - DIY kit,OLED Display Color: Electric Blue; FM YAMAHA chip: YM2612,1,124.99,124.99,124.99,24.99,0.0,149.98,billed
